van_ban,loai_heading,tieu_de,noi_dung
LuatBHXH2024.docx,"luat - Điều 74. Thực hiện bảo hiểm xã hội khi áp dụng chế độ tiền lương theo vị trí việc làm, chức danh và chức vụ lãnh đạo thay thế cho hệ thống bảng lương hiện hành","Điều 74. Thực hiện bảo hiểm xã hội khi áp dụng chế độ tiền lương theo vị trí việc làm, chức danh và chức vụ lãnh đạo thay thế cho hệ thống bảng lương hiện hành","Trường hợp Nhà nước áp dụng chế độ tiền lương theo vị trí việc làm, chức danh và chức vụ lãnh đạo thay thế cho hệ thống bảng lương hiện hành thì Chính phủ báo cáo Quốc hội xem xét, quyết định việc điều chỉnh căn cứ đóng bảo hiểm xã hội bắt buộc, cách tính mức bình quân tiền lương làm căn cứ tính lương hưu, trợ cấp bảo hiểm xã hội, điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc và những nội dung cần thiết khác."
LuatBHXH2024.docx,"luat - Điều 75. Tạm dừng, chấm dứt, tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng","Điều 75. Tạm dừng, chấm dứt, tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng","1. Tạm dừng việc hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng đối với người đang hưởng khi thuộc một trong các trường hợp sau đây:
a) Xuất cảnh trái phép;
b) Bị Tòa án tuyên bố mất tích;
c) Khi không xác minh được thông tin người thụ hưởng theo quy định tại điểm c khoản 2"
LuatBHXH2024.docx,luat - Điều 11 của Luật này.,Điều 11 của Luật này.,"2. Chấm dứt việc hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng đối với người đang hưởng khi thuộc một trong các trường hợp sau đây:
a) Chết hoặc bị Tòa án tuyên bố là đã chết;
b) Từ chối hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng bằng văn bản;
c) Kết luận của cơ quan có thẩm quyền về hưởng bảo hiểm xã hội không đúng quy định của pháp luật.
3. Lương hưu, trợ cấp bảo hiểm xã hội hằng tháng của đối tượng quy định tại khoản 1 và điểm a khoản 2 Điều này được tiếp tục chi trả bao gồm cả tiền lương hưu, trợ cấp bảo hiểm xã hội hằng tháng của thời gian chưa nhận khi thuộc một trong các trường hợp sau đây:
a) Người xuất cảnh trái phép trở về;
b) Có quyết định của Tòa án hủy bỏ quyết định tuyên bố mất tích hoặc quyết định tuyên bố là đã chết;
c) Đối tượng quy định tại điểm c khoản 1 Điều này đã xác minh được thông tin theo quy định tại điểm c khoản 2"
LuatBHXH2024.docx,luat - Điều 11 của Luật này.,Điều 11 của Luật này.,"4. Lương hưu, trợ cấp bảo hiểm xã hội hằng tháng của đối tượng quy định tại điểm b khoản 2 Điều này được tiếp tục chi trả kể từ thời điểm cơ quan bảo hiểm xã hội nhận văn bản đề nghị được hưởng lại lương hưu, trợ cấp bảo hiểm xã hội hằng tháng và không bao gồm tiền lương hưu, trợ cấp bảo hiểm xã hội hằng tháng của thời gian chưa nhận do từ chối nhận.
5. Người hưởng lương hưu hoặc trợ cấp bảo hiểm xã hội hằng tháng có thời gian chưa nhận lương hưu, trợ cấp trước khi chết thì thân nhân của người đó được nhận lương hưu, trợ cấp của những tháng chưa nhận.
6. Người bị tạm dừng hưởng lương hưu hoặc trợ cấp bảo hiểm xã hội hằng tháng khi có quyết định của Tòa án tuyên bố mất tích, sau đó có quyết định của Tòa án tuyên bố là đã chết thì thân nhân của người đó không được nhận lương hưu, trợ cấp trong thời gian tạm dừng hưởng.
7. Các trường hợp tạm dừng, chấm dứt, hưởng tiếp lương hưu, trợ cấp bảo hiểm xã hội hằng tháng khác theo quy định của Chính phủ."
LuatBHXH2024.docx,"luat - Điều 76. Trợ cấp một lần đối với người đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng ra nước ngoài để định cư","Điều 76. Trợ cấp một lần đối với người đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng ra nước ngoài để định cư","1. Người đang hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng ra nước ngoài để định cư nếu có nguyện vọng thì được giải quyết hưởng trợ cấp một lần.
2. Mức trợ cấp một lần đối với người đang hưởng lương hưu được tính theo thời gian đã đóng bảo hiểm xã hội trong đó mỗi năm đóng bảo hiểm xã hội trước năm 2014 được tính bằng 1,5 tháng lương hưu đang hưởng, mỗi năm đóng bảo hiểm xã hội từ năm 2014 trở đi được tính bằng 02 tháng lương hưu đang hưởng; sau đó mỗi tháng đã hưởng lương hưu thì mức trợ cấp một lần trừ 0,5 tháng lương hưu. Mức thấp nhất bằng 03 tháng lương hưu đang hưởng.
3. Mức trợ cấp một lần đối với người đang hưởng trợ cấp bảo hiểm xã hội hằng tháng bằng 03 tháng trợ cấp đang hưởng.
4. Hồ sơ đề nghị hưởng trợ cấp một lần bao gồm văn bản đề nghị hưởng trợ cấp một lần kèm theo bản sao giấy xác nhận của cơ quan có thẩm quyền về việc thôi quốc tịch Việt Nam hoặc bản dịch tiếng Việt được chứng thực hoặc công chứng một trong các giấy tờ quy định tại các điểm a, b, c và d khoản 2"
LuatBHXH2024.docx,luat - Điều 78 của Luật này.,Điều 78 của Luật này.,"5. Trong thời hạn 07 ngày làm việc kể từ ngày nhận đủ hồ sơ theo quy định, cơ quan bảo hiểm xã hội có trách nhiệm giải quyết; trường hợp không giải quyết thì phải trả lời bằng văn bản và nêu rõ lý do."
LuatBHXH2024.docx,luat - Điều 77. Hồ sơ đề nghị hưởng lương hưu đối với người tham gia bảo hiểm xã hội bắt buộc,Điều 77. Hồ sơ đề nghị hưởng lương hưu đối với người tham gia bảo hiểm xã hội bắt buộc,"1. Hồ sơ đề nghị hưởng lương hưu đối với người đang tham gia bảo hiểm xã hội bắt buộc bao gồm:
a) Sổ bảo hiểm xã hội;
b) Bản chính hoặc bản sao văn bản xác định việc chấm dứt hợp đồng lao động hoặc văn bản chấm dứt làm việc hoặc văn bản đề nghị của đối tượng quy định tại các điểm g, h, m và n khoản 1"
LuatBHXH2024.docx,luat - Điều 2 của Luật này.,Điều 2 của Luật này.,"2. Hồ sơ đề nghị hưởng lương hưu đối với người đang bảo lưu thời gian đóng bảo hiểm xã hội bắt buộc bao gồm:
a) Sổ bảo hiểm xã hội;
b) Văn bản đề nghị của người đang bảo lưu thời gian đóng bảo hiểm xã hội bắt buộc.
3. Trường hợp quy định tại"
LuatBHXH2024.docx,"luat - Điều 65 của Luật này, ngoài hồ sơ quy định tại khoản 1 Điều này thì có thêm biên bản giám định mức suy giảm khả năng lao động của Hội đồng giám định y khoa hoặc bản sao giấy xác nhận mức độ khuyết tật nặng, đặc biệt nặng có thể hiện kết luận của Hội đồng giám định y khoa ghi rõ tỷ lệ phần trăm suy giảm khả năng lao động.","Điều 65 của Luật này, ngoài hồ sơ quy định tại khoản 1 Điều này thì có thêm biên bản giám định mức suy giảm khả năng lao động của Hội đồng giám định y khoa hoặc bản sao giấy xác nhận mức độ khuyết tật nặng, đặc biệt nặng có thể hiện kết luận của Hội đồng giám định y khoa ghi rõ tỷ lệ phần trăm suy giảm khả năng lao động.",4. Trường hợp quy định tại điểm d khoản 1 và điểm c khoản 2
LuatBHXH2024.docx,luat - Điều 78. Hồ sơ đề nghị hưởng bảo hiểm xã hội một lần,Điều 78. Hồ sơ đề nghị hưởng bảo hiểm xã hội một lần,"1. Hồ sơ đề nghị hưởng bảo hiểm xã hội một lần bao gồm:
a) Sổ bảo hiểm xã hội;
b) Văn bản đề nghị hưởng bảo hiểm xã hội một lần của người lao động.
2. Trường hợp quy định tại điểm b khoản 1"
LuatBHXH2024.docx,"luat - Điều 70 của Luật này, ngoài hồ sơ quy định tại khoản 1 Điều này thì có thêm bản sao giấy xác nhận của cơ quan có thẩm quyền về việc thôi quốc tịch Việt Nam hoặc bản dịch tiếng Việt được chứng thực hoặc công chứng một trong các giấy tờ sau đây:","Điều 70 của Luật này, ngoài hồ sơ quy định tại khoản 1 Điều này thì có thêm bản sao giấy xác nhận của cơ quan có thẩm quyền về việc thôi quốc tịch Việt Nam hoặc bản dịch tiếng Việt được chứng thực hoặc công chứng một trong các giấy tờ sau đây:","a) Hộ chiếu do nước ngoài cấp;
b) Thị thực của cơ quan nước ngoài có thẩm quyền cấp có xác nhận việc cho phép nhập cảnh để định cư ở nước ngoài;
c) Thẻ thường trú dài hạn ở nước ngoài của cơ quan nước ngoài có thẩm quyền cấp;
d) Giấy tờ hợp pháp khác thể hiện việc định cư ở nước ngoài theo quy định của Chính phủ.
3. Trường hợp quy định tại điểm c khoản 1 và điểm b khoản 2"
LuatBHXH2024.docx,"luat - Điều 70 của Luật này, ngoài hồ sơ quy định tại khoản 1 Điều này thì có thêm bản tóm tắt hồ sơ bệnh án hoặc bản chính hoặc bản sao giấy ra viện.","Điều 70 của Luật này, ngoài hồ sơ quy định tại khoản 1 Điều này thì có thêm bản tóm tắt hồ sơ bệnh án hoặc bản chính hoặc bản sao giấy ra viện.",4. Trường hợp quy định tại điểm d khoản 1 và điểm c khoản 2
LuatBHXH2024.docx,"luat - Điều 79. Giải quyết hưởng lương hưu, hưởng bảo hiểm xã hội một lần","Điều 79. Giải quyết hưởng lương hưu, hưởng bảo hiểm xã hội một lần","1. Trong thời hạn 20 ngày trước thời điểm người lao động đủ điều kiện hưởng lương hưu, người sử dụng lao động nộp hồ sơ quy định tại"
LuatBHXH2024.docx,luat - Điều 77 của Luật này cho cơ quan bảo hiểm xã hội.,Điều 77 của Luật này cho cơ quan bảo hiểm xã hội.,"Trong thời hạn 20 ngày trước thời điểm đủ điều kiện hưởng lương hưu, người đang bảo lưu thời gian đóng bảo hiểm xã hội bắt buộc nộp hồ sơ quy định tại"
LuatBHXH2024.docx,luat - Điều 77 của Luật này cho cơ quan bảo hiểm xã hội.,Điều 77 của Luật này cho cơ quan bảo hiểm xã hội.,2. Người lao động khi đủ điều kiện hưởng bảo hiểm xã hội một lần nộp hồ sơ quy định tại
LuatBHXH2024.docx,luat - Điều 78 của Luật này cho cơ quan bảo hiểm xã hội.,Điều 78 của Luật này cho cơ quan bảo hiểm xã hội.,"3. Trong thời hạn 20 ngày, không bao gồm ngày nghỉ lễ, tết, kể từ ngày nhận đủ hồ sơ theo quy định đối với người đề nghị hưởng lương hưu hoặc trong thời hạn 07 ngày làm việc kể từ ngày nhận đủ hồ sơ theo quy định đối với người đề nghị hưởng bảo hiểm xã hội một lần, cơ quan bảo hiểm xã hội có trách nhiệm giải quyết; trường hợp không giải quyết thì phải trả lời bằng văn bản và nêu rõ lý do."
LuatBHXH2024.docx,"luat - Điều 80. Hồ sơ đề nghị tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng trong trường hợp đã bị tạm dừng hoặc chấm dứt hưởng","Điều 80. Hồ sơ đề nghị tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng trong trường hợp đã bị tạm dừng hoặc chấm dứt hưởng","Hồ sơ đề nghị tiếp tục hưởng lương hưu, trợ cấp bảo hiểm xã hội hằng tháng đối với các trường hợp quy định tại điểm a và điểm b khoản 3 và khoản 4"
